message_id,creation_time,source,destination,size,true_priority,predicted_priority,tweet_id
HM559,25210,40,75,231471,3,3,592606987277475840
HM560,25243,38,71,143608,3,3,592841905546907651
HM561,25301,20,70,305867,1,3,592700814180937730
HM562,25345,48,79,299004,1,2,592911366425567232
HM563,25404,11,72,450819,3,3,592310370347257856
HM564,25436,24,65,311386,3,3,597724832265052160
HM565,25487,12,76,457650,1,1,592927947910164480
HM566,25536,27,75,103744,4,3,593458268036419584
HM567,25582,23,72,380666,3,3,592182910997794816
HM568,25631,55,66,424363,4,4,592341030596452353
HM569,25664,30,73,320589,4,4,592116214740099073
HM570,25694,4,76,243272,3,3,593188403669127169
HM571,25743,13,77,320532,4,4,592298695661490176
HM572,25798,9,70,283218,3,3,593117988397707264
HM573,25855,38,61,137834,3,3,592289413343924224
HM574,25909,58,70,164330,1,1,593289332741378048
HM575,25953,12,70,324003,3,3,592932042247110657
HM576,26011,54,73,259642,3,3,593825567948038144
HM577,26042,55,60,490989,4,3,592266195606188033
HM578,26092,8,79,281011,1,1,592322615710089216
HM579,26137,3,63,422374,1,1,592806853987463170
HM580,26188,58,75,340923,3,4,593005013066219520
HM581,26244,55,60,461994,4,4,592320944292700160
HM582,26279,15,79,114189,1,1,592261920788500480
HM583,26333,9,77,347855,1,1,592686635520827393
HM584,26363,53,71,270975,3,3,592692601104572416
HM585,26407,41,66,343100,3,3,593817582685310977
HM586,26439,54,69,295604,3,3,592320518155407361
HM587,26476,7,70,167187,3,3,593185480088428545
HM588,26535,1,63,481010,1,2,593159571809705985
HM589,26577,34,75,243132,3,3,597721513018687488
HM590,26627,0,72,338286,3,3,592108836657311744
HM591,26686,15,73,171166,3,3,593358970552594432
HM592,26745,19,62,374285,3,3,592374985689145344
HM593,26777,58,78,499917,1,1,593151641898995714
HM594,26817,55,70,276075,1,1,593780878779645954
HM595,26877,21,69,431605,3,3,593785051071942656
HM596,26930,47,60,297514,3,1,593045422085525504
HM597,26973,54,74,458564,3,3,592309003260022785
HM598,27005,23,76,493019,3,3,600504152712564736
HM599,27055,58,77,292174,3,1,592592940729401344
HM600,27090,51,63,266033,3,3,592697370929930241
HM601,27148,36,62,109567,3,3,592341469467439107
HM602,27186,18,64,497498,2,2,593152820607643649
HM603,27229,14,69,249341,1,1,592322615710089216
HM604,27276,20,61,343784,3,3,593422674040397824
HM605,27321,53,61,266022,4,4,592376053286375424
HM606,27368,11,68,466547,1,1,592305241837600768
HM607,27422,21,71,466876,4,4,591919579556786176
HM608,27467,57,60,330738,1,1,593122765546205184
HM609,27507,40,66,357713,3,3,593776071436271616
HM610,27550,48,70,428682,3,3,593188232889761792
HM611,27604,5,76,344954,3,3,592692601104572416
HM612,27651,27,71,428887,2,3,592344945849139200
HM613,27695,46,69,302935,3,1,592326564110585856
HM614,27754,15,62,254290,3,3,592155361701953537
HM615,27791,52,63,406145,3,2,592332699869806592
HM616,27835,57,69,231694,3,3,593817582685310977
HM617,27894,28,77,247688,4,4,592270343391162368
HM618,27949,23,75,475835,3,3,593440864896028672
HM619,27996,28,68,116906,4,3,592186519441383425
HM620,28027,12,71,231727,4,4,593014290585657344
HM621,28074,4,60,241517,4,4,592370762121609216
HM622,28115,25,68,413379,4,4,592337496639287297
HM623,28175,22,65,458870,4,4,592652666901168128
HM624,28222,43,75,170968,3,3,592344738361028608
HM625,28269,9,67,415891,2,3,592340255748988928
HM626,28318,46,65,295647,4,4,592342104946257922
HM627,28360,9,60,119362,2,2,592868455021412353
HM628,28397,6,68,251147,1,1,592406962643574784
HM629,28442,55,62,268313,3,3,593188602860941312
HM630,28484,56,68,210383,3,3,592267523967483904
HM631,28539,19,65,284124,3,3,593017270978408448
HM632,28598,40,67,195231,2,3,592640964633595904
HM633,28642,12,66,418812,3,4,592700669662011393
HM634,28692,3,61,486068,1,1,592909332750143493
HM635,28728,13,68,268247,3,3,593101875710275584
HM636,28776,50,71,367535,3,3,593305362746322944
HM637,28810,49,65,285040,3,2,593354112604835840
HM638,28842,58,62,286007,4,3,593106598907748353
HM639,28878,51,66,159788,4,3,592342125720666112
HM640,28909,50,60,329138,3,3,593152175313915905
HM641,28965,33,69,378054,3,3,593044803878670338
HM642,29001,0,75,438202,1,1,592883809391083520
HM643,29059,43,67,430777,3,3,593656131223846914
HM644,29093,28,73,370732,1,1,592333525103288320
HM645,29143,48,74,393234,3,3,592632615288573953
HM646,29203,35,78,151357,3,4,592340605130289152
HM647,29236,20,75,272270,1,4,592700919109791744
HM648,29266,53,79,184347,4,4,592349417115553792
HM649,29304,34,60,436021,1,1,599933903894355969
HM650,29345,30,62,456533,3,3,593102231106416640
HM651,29390,16,63,214519,3,3,592339203234619392
HM652,29421,4,62,323073,1,1,592258335253999616
HM653,29453,6,62,402188,4,4,592188182889943042
HM654,29502,56,62,336190,3,1,592592940729401344
HM655,29534,3,67,315718,1,1,593395116066242560
HM656,29565,57,71,165196,3,4,592645260880281600
HM657,29606,2,67,496654,2,3,592913734185652224
HM658,29638,29,61,154806,4,4,592183258282098688
HM659,29672,24,74,179325,2,2,593157615279968256
HM660,29704,3,70,186678,4,4,593351139644428288
HM661,29749,55,74,173040,3,4,593609382119641088
HM662,29787,50,77,230179,1,1,592384707205144576
HM663,29842,39,77,111994,3,3,592697717467586561
HM664,29889,44,69,323563,2,2,593082426298994689
HM665,29929,30,73,224995,1,4,593030724678193152
HM666,29983,58,64,248974,4,4,591915487350493184
HM667,30019,51,71,415699,3,3,592697370929930241
HM668,30057,0,74,371010,3,3,593701523747667968
HM669,30091,16,79,336418,3,1,592343682784854016
HM670,30129,26,66,272519,4,4,593691981345202176
HM671,30171,39,72,497550,3,3,592341681359462401
HM672,30226,17,64,305731,2,2,592176468601409536
HM673,30267,34,67,400309,1,1,592087968031969280
HM674,30320,6,78,480755,1,1,592171131743776768
HM675,30376,38,66,104668,4,1,593501343035207682
HM676,30409,44,68,116892,3,3,592289464531034114
HM677,30461,44,60,498457,4,4,592332031150804992
HM678,30515,20,60,354736,3,3,592872096914644992
HM679,30555,4,78,262288,3,3,593830138816679936
HM680,30610,2,64,394482,1,1,592663891911516160
HM681,30664,27,75,213692,2,2,592320522660106240
HM682,30699,8,63,172047,3,3,592701098055598082
HM683,30734,9,67,134851,4,4,592269963685048322
HM684,30783,48,61,444203,3,3,600315569498259456
HM685,30825,51,77,251012,4,4,593727964786905088
HM686,30861,36,76,149136,3,3,592343878474293250
HM687,30921,6,75,181792,1,1,592751611631513601
HM688,30958,12,78,423511,4,4,592763915353858048
HM689,30993,54,69,250406,3,3,593359092892176384
HM690,31038,41,60,177084,3,3,597789995307413505
HM691,31079,14,79,267640,4,3,592115412529127424
HM692,31125,7,65,270529,3,3,592612974302367744
HM693,31165,32,77,234903,3,4,593110560872341504
HM694,31209,40,75,258215,3,3,592341270850211841
HM695,31253,36,68,382115,3,3,591939569093713920
HM696,31299,39,62,328932,1,1,592342908335820800
HM697,31357,13,68,230193,3,3,592344648397426690
HM698,31393,0,76,353848,3,2,592344738717569025
HM699,31435,8,63,404579,4,4,592672862101741568
HM700,31489,30,71,116183,2,2,593076236894613504
HM701,31547,43,62,148833,3,3,593798878077550592
HM702,31585,43,78,425928,4,3,592875153484316674
HM703,31644,35,67,121237,3,3,593466034495082496
HM704,31702,45,79,310564,1,1,593396270741479424
HM705,31740,29,64,120123,4,3,592764906555973635
HM706,31785,42,60,467397,3,1,592170440459743232
HM707,31837,2,61,214129,3,3,593739709458681856
HM708,31876,53,65,167590,4,4,592208474764902400
HM709,31912,48,74,272325,1,1,592358000112861186
HM710,31947,45,69,277726,2,3,592601585475145728
HM711,31991,51,79,450661,3,3,593074564927598592
HM712,32036,55,73,482191,3,3,592343900179730432
HM713,32088,32,73,292985,1,1,592913342575943681
HM714,32129,24,72,353872,3,3,593440530542931968
HM715,32174,31,78,394744,2,1,592338431004397568
HM716,32223,2,67,302855,1,1,591989866990174209
HM717,32276,55,77,184400,4,4,592250013285224448
HM718,32321,10,60,288112,3,3,591909208620142592
HM719,32356,55,72,343660,3,3,593164532740141056
HM720,32387,17,69,466035,3,3,592335443141660672
HM721,32432,31,70,228153,3,3,592309003260022785
HM722,32487,2,76,103089,4,3,593258471111274496
HM723,32534,1,67,407659,1,1,591933544424935425
HM724,32565,6,67,496214,3,3,592344308486836224
HM725,32598,6,69,158904,3,3,592374985689145344
HM726,32653,31,69,288350,2,3,592343015756169216
HM727,32692,8,66,198709,1,3,592341761562955777
HM728,32747,15,76,428701,1,1,592332945320382464
HM729,32782,14,63,493147,2,3,592344535268593664
HM730,32840,17,77,293339,1,1,592339713131970560
HM731,32875,51,69,402809,3,3,592340548482048000
HM732,32925,44,72,430774,4,4,592863475426316289
HM733,32968,56,73,388181,3,3,592141073071349760
HM734,33002,51,69,139375,3,4,592113856547131392
HM735,33042,12,71,362053,3,3,593459468429492224
HM736,33085,51,66,270272,3,4,593796721089454082
HM737,33122,2,74,256778,4,4,592340850090225666
HM738,33165,22,70,408042,3,4,591977887642746880
HM739,33198,6,66,273659,3,3,593442271292305408
HM740,33247,42,61,498550,3,3,593188403669127169
HM741,33306,35,60,287216,3,2,593042055351246851
HM742,33347,51,70,305273,3,4,592673231385055233
HM743,33390,38,64,254127,3,3,592750556873121794
HM744,33440,9,68,129730,4,3,592344660972085248
HM745,33498,53,65,103776,3,3,592089569396281344
HM746,33534,12,61,399016,3,4,592665039955460096
HM747,33568,56,71,167583,3,3,592657983911366657
HM748,33608,38,75,359310,2,3,593188404340379648
HM749,33667,17,67,355488,4,3,592174200460341249
HM750,33713,15,62,159864,4,4,591992433736601600
HM751,33745,16,73,237280,3,3,592342304427417601
HM752,33788,11,69,183848,3,3,593825567948038144
HM753,33848,58,64,128708,3,1,591972670918496256
HM754,33881,22,68,300763,4,4,592251563558752258
HM755,33918,53,69,495742,3,3,592694922144260096
HM756,33977,0,66,166482,2,2,591984998758002689
HM757,34008,36,60,212763,4,4,592343322477232128
HM758,34059,26,77,466607,1,1,592742935910850562
HM759,34105,52,73,485971,1,1,592265829288312832
HM760,34160,2,67,496309,4,4,593198868206133250
HM761,34218,52,77,102153,3,3,593358970552594432
HM762,34259,14,70,400959,3,3,593159037396656130
HM763,34298,11,77,167158,3,3,592344928111329280
HM764,34357,13,68,437597,1,1,591940962424889344
HM765,34405,19,77,422818,3,1,591973543249899521
HM766,34460,19,69,232488,3,3,593324598315192320
HM767,34490,20,63,437683,3,3,592700205948100608
HM768,34550,7,65,142672,3,3,592931363667345408
HM769,34593,32,79,390992,3,3,592330486069891073
HM770,34629,28,70,391608,3,3,591989932438073344
HM771,34679,24,71,418466,4,4,592344180359241728
HM772,34723,41,78,417590,3,3,592894785955966976
HM773,34775,7,63,246733,4,4,592344667942825984
HM774,34816,20,68,377912,3,3,592329141199876097
HM775,34855,45,61,177829,4,3,592266195606188033
HM776,34904,55,63,170820,3,3,593117322514014209
HM777,34962,0,61,354860,4,4,592872744095744000
HM778,34999,51,73,110676,3,4,593188767223123968
HM779,35048,45,72,294018,1,1,592821756462821378
HM780,35081,18,75,321823,2,2,593254575668203520
HM781,35116,55,72,460090,3,3,593602279120379904
HM782,35160,2,72,159968,3,3,592910523353669632
HM783,35191,51,75,253541,3,3,593801438700122112
HM784,35240,46,67,217877,2,3,592344802957651968
HM785,35287,33,73,195441,4,4,592732198521982979
HM786,35328,14,78,290562,3,3,592203704301846529
HM787,35381,17,70,392225,3,3,593149954794921987
HM788,35441,19,76,200362,1,1,593151641898995714
HM789,35499,34,63,267087,3,3,592141687754883072
HM790,35541,34,76,473128,3,4,592334866823294977
HM791,35589,52,74,273831,1,1,592143164183482368
HM792,35628,59,75,228564,3,2,592897910574055424
HM793,35660,56,60,448633,1,1,592329391495053312
HM794,35715,17,69,324384,3,3,592972521894387713
HM795,35757,58,73,293191,3,3,592154823753015296
HM796,35801,28,64,489196,3,3,592623219825373184
HM797,35843,44,63,462513,1,1,593201567072911360
HM798,35881,37,76,368357,3,3,592176604324888576
HM799,35932,28,63,367165,2,3,591939674328813568
HM800,35970,41,64,254306,4,4,592344157873696769
HM801,36000,14,78,461891,3,3,593077445672112128
HM802,36059,12,62,401218,3,3,592320518155407361
HM803,36110,7,78,191485,4,4,592320944292700160
HM804,36169,35,70,177417,3,1,593045422085525504
HM805,36224,49,74,288013,3,3,592294974500241410
HM806,36274,32,66,141591,1,2,593159571809705985
HM807,36334,33,64,367334,3,3,593115676107149312
HM808,36372,39,61,115511,1,1,592344069789061120
HM809,36406,54,69,269109,4,4,600447008835543040
HM810,36458,6,64,367124,3,3,593138710750883840
HM811,36509,36,66,360917,3,2,592950352883916800
HM812,36545,7,78,363195,3,3,592341469467439107
HM813,36605,41,62,118726,3,2,592343766029185024
HM814,36644,58,63,368384,4,3,592707878919786497
HM815,36704,52,64,406927,4,3,592881607083741184
HM816,36750,49,63,369359,1,1,593183136294436864
HM817,36785,54,61,455859,3,3,597724832265052160
HM818,36827,49,68,333111,4,4,593256947639398402
HM819,36861,50,79,425405,3,3,593184365477265408
HM820,36901,56,78,476703,3,3,593463530441048065
HM821,36948,15,64,281147,3,3,592701088677134338
HM822,37008,57,61,283935,3,3,593817252006338560
HM823,37068,45,67,344540,3,4,593662200578904064
HM824,37103,23,60,149330,3,4,593805268217044992
HM825,37153,55,64,412567,4,4,599911736435609600
HM826,37202,45,64,199997,1,1,592339797911343104
HM827,37243,58,73,234578,3,3,593160485689778177
HM828,37274,38,62,263348,1,1,592272783587078144
HM829,37321,59,71,464326,3,3,592262814682591232
HM830,37353,33,72,344928,3,3,592690177681825794
HM831,37408,57,75,281847,3,3,592696255719022593
HM832,37444,40,67,243094,3,3,593296678490365953
HM833,37498,49,60,257761,1,1,593112804263067649
HM834,37558,19,75,274284,3,3,592343048362786816
HM835,37603,50,64,198341,1,1,593073343999377409
HM836,37655,51,74,217433,4,4,592247094397640704
HM837,37697,23,71,303749,2,2,593463828576342019
HM838,37753,24,78,391094,3,3,592869879092482050
HM839,37804,40,71,335923,4,4,592312284975792130
HM840,37835,8,68,438054,4,4,592123165310062592
HM841,37876,59,76,312794,1,1,591989267968167936
HM842,37927,0,62,235513,1,2,592149334994518016
HM843,37972,10,61,152533,1,1,593057730371440640
HM844,38015,38,73,420140,2,2,592326613578067969
HM845,38058,49,67,439399,2,2,591989002913316865
HM846,38100,13,65,178834,4,4,591959492209856512
HM847,38146,38,68,393680,3,4,591954283412631553
HM848,38197,57,60,489971,4,4,592234977267355648
HM849,38235,9,70,172386,4,4,592700345656172544
HM850,38274,11,68,242461,1,1,593028888600674305
HM851,38319,15,67,118194,1,1,592335911683104768
HM852,38364,18,72,364562,3,3,592737382274879489
HM853,38409,35,74,231195,3,3,593156327259639809
HM854,38447,59,76,340884,4,4,592889233666404354
HM855,38499,49,62,488790,1,1,593283759685832704
HM856,38541,31,65,132861,1,1,591934166398332928
HM857,38589,37,61,113739,3,3,592343665844051968
HM858,38635,55,61,334334,2,3,592204506013700096
HM859,38689,57,66,139311,3,3,593161376341852161
HM860,38723,46,68,118649,3,3,593005207371390976
HM861,38757,47,61,112895,4,4,592666339547938818
HM862,38795,7,64,294232,3,4,592139482150735872
HM863,38855,18,67,277966,3,3,597666520702025728
HM864,38898,12,76,314875,3,3,593515635608457217
HM865,38928,48,71,273203,4,4,592085562904813568
HM866,38972,23,78,480799,4,4,592088814279139328
HM867,39010,3,61,475755,3,2,592312120894627840
HM868,39064,52,65,172853,4,3,592357231649161217
HM869,39094,55,69,473917,3,2,592746963839406081
HM870,39143,20,78,119437,1,1,592261920788500480
HM871,39174,57,71,273231,3,3,592344880988299264
HM872,39221,27,71,350797,3,3,593024071736139777
HM873,39275,19,71,297797,1,1,592137869482799104
HM874,39331,28,72,223983,4,4,592343533341671424
HM875,39364,30,60,309377,3,3,593273575198494722
HM876,39400,19,73,320111,3,3,592343803979124737
HM877,39434,38,75,111820,2,2,593333859506331648
HM878,39467,47,75,202202,3,3,593824046111830017
HM879,39497,50,74,145782,2,2,592752900960563202
HM880,39539,3,61,376142,3,2,592908506182918146
HM881,39583,23,65,282302,3,2,592891741746921472
HM882,39617,13,78,150328,2,1,592997903251025921
HM883,39673,52,69,412713,3,3,592329784983556096
HM884,39720,49,60,304755,1,1,592700771273187328
HM885,39774,16,74,353958,4,4,592674121022078976
HM886,39821,36,63,408617,4,4,592684006644260864
HM887,39867,12,76,215394,4,3,593248695489044481
HM888,39901,30,75,456899,3,3,592689948316278784
HM889,39943,58,64,142846,3,4,592256527152484352
HM890,39995,22,72,231141,1,1,592343136921227264
HM891,40032,14,75,152669,4,4,592685210304696321
HM892,40079,7,66,319481,4,4,592843696565002240
HM893,40128,21,68,152194,3,3,592084542132920320
HM894,40171,27,79,481254,3,3,593301158950805504
HM895,40231,40,79,410686,3,2,592699807615086592
HM896,40289,59,60,155378,3,3,593465791783313409
HM897,40338,19,77,423489,3,3,592343385085607936
HM898,40394,35,79,432086,3,3,592108836657311744
HM899,40448,59,67,151694,3,3,592346761919889408
HM900,40484,34,72,393096,4,2,593460334532374528
HM901,40521,32,67,145570,3,4,592198410477772800
HM902,40556,59,78,486414,1,1,592175527277953027
HM903,40589,57,69,393808,1,1,593305199890079744
HM904,40647,53,75,295419,3,3,593604958769061888
HM905,40689,11,79,121164,3,3,593108456229445633
HM906,40723,59,74,282107,3,3,593180666709319680
HM907,40762,47,62,294580,3,3,591975655312478208
HM908,40815,57,68,318134,3,4,593640712068968448
HM909,40856,24,70,473246,3,3,592841905546907651
HM910,40895,40,72,244477,3,3,592692001361002499
HM911,40943,50,72,126359,2,2,592592007492554752
HM912,40984,18,79,123325,1,1,592340951357468672
HM913,41027,49,74,278849,4,4,593325003082432512
HM914,41074,37,79,327437,3,3,592343436650356736
HM915,41114,57,61,301745,4,4,592670203911217153
HM916,41172,20,64,255941,3,3,593355409450278912
HM917,41223,20,71,470952,1,1,592308789925289984
HM918,41253,48,73,302129,3,3,593117988397707264
HM919,41308,2,69,428374,1,1,593115848136630273
HM920,41343,8,63,379821,4,4,592905148952924160
HM921,41389,10,66,155936,4,4,592116214740099073
HM922,41441,27,61,257527,2,4,592646909074022400
HM923,41478,22,79,144472,1,1,592277759575105536
HM924,41520,50,73,164847,3,3,593785051071942656
HM925,41578,57,62,236920,1,1,593181573664612352
HM926,41616,27,73,432304,3,3,592342768711704576
HM927,41649,34,74,283315,3,3,593302157639585792
HM928,41708,36,64,477684,3,3,592851099234738177
HM929,41750,23,64,254164,4,4,592342776181858304
HM930,41788,5,71,193913,4,3,593832938799673344
HM931,41846,52,78,378306,3,3,592324159067197440
HM932,41898,17,60,344330,3,3,592778333542289408
HM933,41950,43,70,294392,4,4,592344160969084928
HM934,42009,57,63,250942,3,3,600504152712564736
HM935,42041,39,69,179949,3,4,592735133184163840
HM936,42094,39,73,380754,1,1,593029346534686721
HM937,42142,42,64,147768,2,2,593110310808133632
HM938,42193,21,67,121869,3,3,592344307626946560
HM939,42241,41,70,116769,2,2,592322469874237440
HM940,42293,31,63,467762,1,4,592689834898137090
HM941,42345,46,77,380012,1,1,593830956856905730
HM942,42399,46,74,441844,3,3,592344291483222016
HM943,42439,35,61,497802,3,3,592763161259986945
HM944,42477,47,67,155483,3,3,593359308944879616
HM945,42521,3,73,380570,4,3,593444013878874114
HM946,42570,49,61,356423,4,4,592367611427586048
HM947,42610,57,62,423096,2,2,592337866904051713
HM948,42664,17,61,232241,3,3,592337847937544192
HM949,42715,34,64,486613,3,3,592705318456549376
HM950,42772,14,78,184011,4,4,593271874689175552
HM951,42821,33,77,440645,3,3,592316315366359040
HM952,42879,38,72,438995,3,1,591960470283771904
HM953,42922,54,61,292161,3,3,593097742978789376
HM954,42980,31,75,401200,3,3,593831023286288386
HM955,43031,37,74,432893,4,4,593829013040173057
HM956,43064,33,70,330871,4,4,592740825391575041
HM957,43103,55,61,447371,1,1,592900556856958979
HM958,43144,12,68,348174,4,4,591986639817216000
HM959,43197,11,70,269585,2,3,592651449001095169
